DetID,MIPMPV_ADC,MIPWIDTH_ADC,MIP_SLOPE
0x18801108,661.8027829000393,275.38116198498085,0.007375773214777083
0x18801109,629.1674390822437,264.17452462042235,0.007750624444329438
0x1880110a,623.5548811489884,252.64043152192113,0.00784999411093437
0x1880110b,600.6107424761677,259.0097722216802,0.008093809455212424
0x18801200,560.1669721151678,285.4523560471985,0.008454959309065688
0x18801201,556.6305341667911,364.18697223573884,0.007971866729334542
0x18801202,645.2397241803925,256.7997175050183,0.007599302845603144
0x18801203,602.9817541774083,281.7627095419163,0.007973441155761728
0x18801204,610.6320546925573,259.29738178915767,0.00797562285357309
0x18801205,645.8709156725199,251.18633900429688,0.007607696191234636
0x18801206,607.8860451137551,262.73931395074317,0.007994734337678654
0x18801207,650.9884283245776,279.64101204801887,0.007470991699047474
0x18801208,535.8038358407587,248.42423500703075,0.008983813178937202
0x18801209,519.4208238437163,246.4379462256369,0.0092340322927498
0x1880120a,552.3066405994703,233.75917770716933,0.008821232709913968
0x1880120b,579.3924514451605,283.1156155806405,0.008237570312198057
0x18801301,492.420872290958,244.3592079259803,0.00966602616687025
0x18801302,-9999,-9999,-9999
0x18801303,511.6627987560978,235.77776162926057,0.009416324723760113
0x18801304,598.5901852612337,253.5549591558734,0.008138402652107761
0x18801305,587.4673255904183,249.2505778152521,0.008290924800721555
0x18801306,627.7158072301903,265.45971815024865,0.007762238956313288
0x18801307,579.1581093039485,265.7955106542992,0.008323932543199153
0x18801308,576.6953647906466,260.08990240291246,0.008380327756000413
0x18801309,524.0137915969981,371.213347640229,0.00822843836892339
0x1880130a,511.245926345677,232.75644839982215,0.009440595905423675
0x1880130b,690.5128907088534,430.08704760049613,0.0065279762260170805
0x18880100,420.92953166194144,245.33013778495985,0.010912620024488616
0x18880101,495.5986579078153,317.47855859969155,0.009015852015722017
0x18880102,464.53856280366386,267.2106917267884,0.009922124720829217
0x18880103,465.4438809019127,274.0974955866874,0.009841675044278474
0x18880104,430.1651010125493,242.911433739252,0.010764897085517621
0x18880105,441.70008573439134,252.7630403911029,0.010448950588194065
0x18880106,486.21400267286947,290.2332924918166,0.009386323044878653
0x18880107,450.4990487802257,269.0190499567266,0.010129358155720298
0x18880200,518.9606330026852,330.18293881575715,0.008628766600591295
0x18880201,430.8834557237843,250.8249470841031,0.010663964746632278
0x18880202,459.54203103299955,265.0193944164934,0.010023342803707792
0x18880203,454.70096687890316,262.25962547516286,0.01012973803823225
0x18880204,414.3681349923438,230.2217199375014,0.011219315590749356
0x18880205,413.38697539956735,242.86880190361052,0.011088054892881125
0x18880206,443.1324727683323,247.7049254909296,0.010475795057871983
0x18880207,534.4196711664952,450.34193476291705,0.007462184048895625
0x18880300,606.7292956324187,305.0417641062315,0.007826123533167272
0x18880301,513.6139462102645,296.06434279728944,0.008969194983640062
0x18880302,650.3869420523142,349.1554965361885,0.0072042520470824625
0x18880303,595.0806890834504,283.6139486181509,0.008054113328580104
0x18880304,670.9845423054294,352.55021492621654,0.007015301332032234
0x18880305,624.7114259484878,320.74292057311527,0.007570297323076665
0x18880306,656.5355390388444,372.92568031615525,0.00704293326669902
0x18880307,570.7146487605984,386.5641913688732,0.007682451188128164
0x18880400,632.0263498058993,329.31048388361137,0.007460613121222825
0x18880401,629.6150678502082,337.61571229246846,0.007443806793743181
0x18880402,550.5145634764434,305.72130743328563,0.008445631740823597
0x18880403,610.9751115703336,325.2241693579978,0.0076831361718338285
0x18880404,635.4734996059819,347.15751633113933,0.007344538204161673
0x18880405,705.9843087798004,350.4862745291566,0.006741493836740109
0x18880406,635.4246040401099,318.8485803091922,0.007475409459542902
0x18880407,652.0730229490925,336.86828399632884,0.007243739423308231
0x18880500,670.9523519412384,316.53044087277135,0.007155033249717413
0x18880501,667.3944667092497,325.8543229335701,0.007152372176031362
0x18880502,656.9904637952696,315.32702663543614,0.0072867535255087615
0x18880503,664.7134441027804,314.8970371629383,0.007217405019261435
0x18880504,709.5169316065917,347.5098876618115,0.006724076767935912
0x18880505,662.4028005985175,343.55203237039956,0.007125147164270902
0x18880506,756.9267664930276,367.649371304272,0.006312014717759711
0x18880507,696.5341438421245,354.9401132233596,0.006799661285442897
0x18880600,617.2570408183184,330.2635010753848,0.0075964768638889756
0x18880601,596.6308737888049,304.0164537504167,0.007938310589433242
0x18880602,660.5216362013018,332.8865343768243,0.007185528520074924
0x18880603,662.9446872945168,326.4639095875991,0.007189587454260116
0x18880604,663.7693969533411,311.4377850515367,0.00723865564109353
0x18880605,617.2587377543971,311.86063866703455,0.007685532924989613
0x18880606,555.4588442894917,265.3382922954506,0.008625400924305103
0x18880607,593.4766677501179,270.44470476828985,0.008131447648555699
0x18880700,661.922008282297,335.90774301368333,0.0071609235354086025
0x18880701,596.6146404450877,376.6378539497674,0.007524123452793138
0x18880702,590.2754557989248,289.9501663587757,0.008078280916170227
0x18880703,668.6057229903018,322.25560334587885,0.007155147071074785
0x18880704,437.53538503332237,330.40261250794003,0.009599823807887948
0x18880705,497.6441165712685,392.27908958261963,0.008279360870319238
0x18880706,595.3397702062501,330.5118446909684,0.0078103059183693615
0x18880707,505.791687807164,370.9708138410324,0.00840725139273457
0x18880800,596.8560082470509,389.38108534572825,0.007441759503599909
0x18880801,452.97919243886355,341.09141919908535,0.009283948007072508
0x18880802,579.0160523894006,332.03963696083736,0.007966674407118578
0x18880803,657.8449080561682,328.0012743412267,0.007229133756806525
0x18880804,631.5543012688582,325.09401840311017,0.007484455047395344
0x18880805,644.8457938907383,339.39795203644223,0.007297050482375502
0x18880806,651.615590866224,357.5203635742191,0.007155474007787577
0x18880807,580.9037921005757,381.9905966056059,0.007625801835232474
0x18880900,618.7474134510561,322.43987511754375,0.007620492355001764
0x18880901,591.4313564681968,294.5051574513489,0.008042820389914202
0x18880902,550.0742803076962,291.7059364587794,0.00854064984276052
0x18880903,546.3596324940844,290.8027724104095,0.008591953350680017
0x18880904,592.0702640150625,320.07184381403636,0.007901645548853219
0x18880905,511.6431198855052,288.4024793091337,0.009054617156640143
0x18880906,583.6268775013823,316.1723941689129,0.0080121850988536
0x18880907,561.6931087244084,306.3016409952795,0.00831267050752434
0x18880a00,641.9672512894459,355.79978715522145,0.0072459074934447835
0x18880a01,578.5065434303339,317.9576474669119,0.00805652300029839
0x18880a02,543.8060231755136,353.73461222705436,0.008175673014948264
0x18880a03,648.1321620402257,344.7985398195635,0.007243589283775178
0x18880a04,591.9359194569413,308.69350238526704,0.007964468531797025
0x18880a05,560.2935584830977,283.0947229210574,0.008466838657577917
0x18880a06,563.5212130802017,303.7821720247626,0.00830715524833804
0x18880a07,589.7533412934495,311.3538024241607,0.007973578010777239
0x18880a08,530.0902386834798,280.90105342836864,0.008864019143866378
0x18880a09,587.6594289551779,269.44656105572653,0.008204629877076696
0x18880a0a,610.3456275064849,289.83525025904135,0.007857288191103678
0x18880a0b,616.3338406213746,315.8923955742888,0.007675818598793054
0x18880b00,628.4618173341188,298.67016266331547,0.007629836679709999
0x18880b01,656.3639796170469,323.5011602495226,0.007260563177465123
0x18880b02,599.8130296666159,301.15874212615483,0.007918353477465803
0x18880b03,628.4442201752512,291.0180839775258,0.00766090810185061
0x18880b04,592.7700815528106,270.01315875750726,0.008141614052461773
0x18880b05,624.6797042129915,300.5214995172052,0.0076606735695983145
0x18880b06,597.2654435339548,284.6085847547714,0.008024865476939872
0x18880b07,561.3416590908894,281.2454437607459,0.00846437071244308
0x18880b08,626.0289954256007,316.61043517646937,0.0075764173363185175
0x18880b09,639.8567259687254,311.2236120972585,0.007465083746115571
0x18880b0a,624.6534567555943,300.4687997314166,0.007661165696663448
0x18880b0b,666.7443781709832,352.95310108093827,0.007048811683878057
0x18880c00,592.1561365364391,340.39482826510977,0.00778508697835071
0x18880c01,627.5243789390305,329.7977234528842,0.007500765663234394
0x18880c02,596.0767080603217,314.48605310463375,0.007890081105832305
0x18880c03,567.5841437697495,299.36235591114814,0.008286692340898615
0x18880c04,537.3685958744037,310.2843148160334,0.008568940030283708
0x18880c05,633.5509637778367,281.1387996019339,0.0076451053725333645
0x18880c06,595.631113561634,299.22072961783357,0.007973144780052262
0x18880c07,489.82472112423187,307.2136185511006,0.009183051063749524
0x18880c08,488.2256081646704,322.8878114201532,0.009055763533712511
0x18880c09,676.1128293532656,340.6631223176273,0.00702014362360766
0x18880c0a,653.9373780860569,345.5551871815768,0.007189580804037348
0x18880c0b,567.3712402735184,322.65562645909074,0.00814737008667211
0x18880d00,669.1072623368622,358.7743388875413,0.0070045341483295775
0x18880d01,629.97884815621,326.29128524042744,0.007493922304446356
0x18880d02,642.1438522244094,345.0345285411781,0.007295317464486612
0x18880d03,646.835813849298,340.70086251548776,0.0072734572027504
0x18880d04,637.8667628409914,325.00271971022295,0.007425239670461913
