# Source file /Users/cmantill/LDMX/ldmxsw/MarTB/ldmx-tb-online/near-offline/hcal/calibration_data/20220421/pedestal_DPM0_20220421_072031.raw
# Produced 2022-05-14 14:58:09 GMT
DetID,PEDESTAL_ADC,PEDESTAL_RMS_ADC
0x18801007,   88.989,   19.890
0x18801008,   93.683,   16.241
0x18801009,   97.367,   16.407
0x1880100b,   97.376,    2.068
0x18801100,  103.963,    1.615
0x18801101,   94.241,    1.298
0x18801102,  102.788,    1.629
0x18801103,  101.282,    1.524
0x18801104,   89.946,    1.436
0x18801105,   95.792,    1.962
0x18801106,  102.134,    1.351
0x18801107,  100.864,    1.520
0x18801108,   89.881,    3.748
0x18801109,   97.477,    1.944
0x1880110a,   93.871,    1.095
0x1880110b,  101.575,    1.618
0x18801200,  101.201,    1.449
0x18801201,  104.981,    1.533
0x18801202,   91.760,    5.689
0x18801203,   91.763,    6.280
0x18801204,   95.675,    6.231
0x18801205,   92.645,    4.700
0x18801206,   95.324,    5.420
0x18801207,   93.263,    5.868
0x18801208,   93.252,    4.143
0x18801209,   98.057,    1.579
0x1880120a,   97.664,    2.815
0x1880120b,  100.965,    1.579
0x18801301,  100.527,    1.611
0x18801302,  101.422,    3.951
0x18801303,  102.887,    1.530
0x18801304,  102.268,    4.051
0x18801305,  103.576,    9.576
0x18801306,   96.502,    2.465
0x18801307,  103.939,    8.198
0x18801308,   96.421,    3.574
0x18801309,  106.692,   10.669
0x1880130a,   96.374,    2.244
0x1880130b,   93.702,    5.456
0x18880100,  104.695,    2.366
0x18880101,   96.608,    2.031
0x18880102,  103.938,    2.179
0x18880103,  102.587,    2.252
0x18880104,   95.657,    2.491
0x18880105,   93.354,    2.126
0x18880106,  105.644,    2.782
0x18880107,  105.967,    2.723
0x18880200,   95.769,    2.453
0x18880201,  102.741,    2.072
0x18880202,  105.030,    2.716
0x18880203,  107.347,    2.765
0x18880204,   95.007,    2.217
0x18880205,   94.873,    2.223
0x18880206,  102.677,    2.312
0x18880207,  104.118,    2.628
0x18880300,   95.985,    5.116
0x18880301,   91.356,    5.238
0x18880302,  107.903,    4.826
0x18880303,   94.841,    4.836
0x18880304,   98.473,    5.504
0x18880305,  103.847,    5.551
0x18880306,  105.624,    5.821
0x18880307,   94.993,    5.682
0x18880400,   95.044,    5.580
0x18880401,  100.846,    5.330
0x18880402,  100.468,    5.154
0x18880403,   97.804,    5.208
0x18880404,   94.323,    5.101
0x18880405,   93.352,    5.101
0x18880406,   96.346,    4.821
0x18880407,   93.748,    4.822
0x18880500,   97.936,    2.456
0x18880501,  107.718,    2.773
0x18880502,  100.599,    2.640
0x18880503,  100.987,    2.726
0x18880504,   92.859,    2.126
0x18880505,   92.618,    2.178
0x18880506,   95.641,    1.915
0x18880507,   89.616,    2.070
0x18880600,  100.254,    2.132
0x18880601,   96.540,    2.192
0x18880602,  101.959,    2.105
0x18880603,   94.790,    1.987
0x18880604,  105.826,    2.193
0x18880605,   92.041,    1.848
0x18880606,  108.922,    1.856
0x18880607,   96.277,    1.866
0x18880700,  100.738,    1.856
0x18880701,   90.073,    1.650
0x18880702,   96.868,    1.789
0x18880703,   90.501,    1.601
0x18880704,   95.884,    1.753
0x18880705,  101.644,    1.682
0x18880706,   99.966,    1.826
0x18880707,  104.323,    1.804
0x18880800,  101.543,    1.699
0x18880801,  104.467,    1.621
0x18880802,  103.787,    1.628
0x18880803,   92.720,    1.856
0x18880804,  104.968,    1.723
0x18880805,  104.615,    1.612
0x18880806,   96.320,    1.693
0x18880807,   94.212,    1.396
0x18880900,   95.643,    3.251
0x18880901,   89.090,    3.367
0x18880902,  100.910,    3.259
0x18880903,  102.015,    2.361
0x18880904,  107.287,    2.345
0x18880905,  107.691,    2.654
0x18880906,   96.395,    3.382
0x18880907,   99.926,    3.483
0x18880a00,   90.781,    3.425
0x18880a01,  107.469,    3.167
0x18880a02,   92.108,    2.914
0x18880a03,   98.144,    3.847
0x18880a04,   98.029,    3.374
0x18880a05,   95.004,    3.156
0x18880a06,   94.745,    3.101
0x18880a07,  102.827,    3.104
0x18880a08,   93.050,    3.204
0x18880a09,   93.812,    2.755
0x18880a0a,   92.353,    2.978
0x18880a0b,   94.734,    2.879
0x18880b00,   95.010,    3.037
0x18880b01,  106.151,    1.659
0x18880b02,   94.703,    3.137
0x18880b03,  100.638,    2.133
0x18880b04,  104.475,    2.009
0x18880b05,  106.744,    2.097
0x18880b06,  105.861,    1.961
0x18880b07,  100.857,    2.342
0x18880b08,  101.449,    1.832
0x18880b09,  105.225,    1.797
0x18880b0a,   97.568,    2.287
0x18880b0b,   97.225,    2.497
0x18880c00,  104.075,    2.265
0x18880c01,   96.394,    2.373
0x18880c02,   92.668,    1.979
0x18880c03,   95.273,    1.896
0x18880c04,  108.705,    2.072
0x18880c05,   96.392,    2.201
0x18880c06,   94.528,    1.791
0x18880c07,  108.918,    1.974
0x18880c08,  110.482,    2.013
0x18880c09,   95.025,    1.743
0x18880c0a,  109.262,    2.169
0x18880c0b,   99.756,    2.365
0x18880d00,  104.039,    2.050
0x18880d01,   96.781,    2.319
0x18880d02,  104.763,    2.030
0x18880d03,  102.037,    2.030
0x18880d04,  101.085,    2.226
0x18880d05,   97.276,    2.191
0x18880d06,   89.936,    2.068
0x18880d07,   93.392,    1.969
0x18880d08,  109.061,    2.029
0x18880d09,   98.972,    2.161
0x18880d0a,   95.649,    2.005
0x18880d0b,   98.389,    2.379
0x18880e00,   95.231,    1.844
0x18880e01,  101.997,    2.934
0x18880e02,  102.414,    1.914
0x18880e03,  103.172,    2.162
0x18880e04,  107.107,    2.679
0x18880e05,  103.268,    1.590
0x18880e06,   91.120,    2.742
0x18880e07,   95.024,    2.769
0x18880e08,  107.197,    3.291
0x18880e09,  105.207,    3.137
0x18880e0a,   93.057,    2.890
0x18880e0b,   98.280,    5.116
0x18880f00,  104.917,    3.829
0x18880f01,   92.543,    1.635
0x18880f02,  100.865,    4.699
0x18880f03,  105.186,    3.169
0x18880f04,   93.623,   19.387
0x18880f05,   92.977,   18.916
0x18880f06,   99.475,    3.160
0x18880f07,   94.941,    2.840
0x18880f08,   91.874,   20.331
0x18880f09,   92.985,   18.604
0x18880f0a,   92.344,   17.694
0x18880f0b,   91.589,   19.866
0x18881000,   97.919,   18.651
0x18881001,   90.731,   20.297
0x18881002,   92.926,   18.344
0x18881003,   95.545,   19.062
0x18881004,   92.191,   19.593
0x18881005,   90.987,   19.733
0x18881006,   88.808,   20.138
0x18881007,   92.231,   19.858
0x18881008,   95.618,    1.989
0x18881009,  101.787,    1.546
0x1888100a,  100.346,    1.569
0x1888100b,  103.273,    1.650
0x18881100,  105.755,    1.425
0x18881101,  108.170,    1.602
0x18881102,   91.256,    1.625
0x18881103,   94.102,    1.292
0x18881104,   98.540,    1.520
0x18881105,  105.785,    1.463
0x18881106,   99.225,    1.680
0x18881107,  100.571,    1.675
0x18881109,   99.893,    1.736
0x1888110a,  106.571,    1.381
0x1888110b,   94.906,    1.681
0x18881200,  103.099,    3.518
0x18881201,  101.867,    1.378
0x18881202,   96.904,    2.764
0x18881203,   94.696,    6.483
0x18881204,   94.207,    5.215
0x18881205,   95.168,    5.982
0x18881206,   98.164,    1.736
0x18881207,  100.918,    1.538
0x18881208,   98.517,    2.934
0x18881209,   91.564,    8.510
0x1888120a,   95.500,    5.691
0x1888120b,   99.078,    1.656
0x18881300,  102.425,    2.864
0x18881301,   95.353,   11.380
0x18881302,   95.268,    1.734
0x18881303,   92.275,    6.351
0x18881304,  105.584,    3.145
0x18881305,  102.631,   15.245
0x18881306,  103.783,    3.426
0x18881307,   99.237,    4.324
0x18881308,  102.733,    1.814
0x18881309,  104.194,    9.752
0x1888130a,  107.044,    2.881
0x1888130b,   95.849,    2.368
